Population,Plant_ID,Fruit_nr,Treatment,Missing_seeds,Seeds_counted,fruit_length,Branch ,Comments
I16,74,4,n,0,22,50,0,
I16,75,1,hp,1,,39,0,
I16,75,2,hp,0,3,35,0,
I16,75,3,c,1,,28,0,
I16,75,4,c,1,3,40,0,
I16,75,5,hp,1,1,28,0,
I16,75,6,c,1,,28,1,
I16,75,7,hp,1,,22,1,
I16,75,8,c,1,,34,1,
I16,75,1,n,0,18,53,0,
I16,75,2,n,0,4,40,0,
I16,75,3,n,0,6,43,0,
I16,75,4,n,0,8,25,0,
I16,76,1,c,0,13,30,0,
I16,76,2,hp,1,9,48,0,
I16,76,3,hp,0,13,45,0,
I16,76,4,c,0,3,29,0,
I16,76,5,c,0,2,27,0,
I16,76,6,c,1,,,0,cut fruit
I16,76,7,hp,1,,33,0,
I16,76,8,hp,1,,25,0,
I16,76,1,n,1,6,49,0,
I16,76,2,n,1,1,24,0,
I16,76,3,n,0,11,44,0,
I16,76,4,n,0,6,22,0,
I16,77,1,hp,1,22,54,0,
I16,77,2,c,0,16,61,0,
I16,77,3,hp,1,2,51,0,
I16,77,4,c,1,3,48,0,
I16,77,5,c,0,1,24,1,
I16,77,6,hp,0,8,50,1,
I16,77,7,c,0,6,48,1,
I16,77,1,n,0,18,42,0,
I16,77,2,n,0,13,33,0,
I16,77,3,n,0,9,50,1,
I16,77,4,n,0,14,41,1,
I16,79,1,c,0,18,48,0,
I16,79,2,hp,0,3,27,0,
I16,79,3,hp,0,1,18,0,
I16,79,4,c,0,0,0,0,
I16,79,5,c,0,0,10,0,
I16,79,6,hp,0,0,9,0,
I16,79,1,n,0,27,47,0,
I16,79,2,n,0,5,29,0,
I16,79,3,n,0,22,37,0,
I16,80,1,c,1,12,58,0,
I16,80,2,c,1,6,52,0,
I16,80,3,hp,1,14,64,0,
I16,80,4,hp,1,,36,0,
I16,80,5,c,0,3,55,0,
I16,80,6,hp,1,2,56,0,
I16,80,1,n,0,8,48,0,
I16,80,2,n,0,21,46,0,
I16,80,3,n,0,2,27,0,
I16,82,1,hp,1,29,63,0,
I16,82,2,c,1,2,49,0,
I16,82,3,hp,0,19,51,0,
I16,82,4,c,1,8,43,0,
I16,82,5,c,1,24,56,0,
I16,82,6,c,1,1,52,1,
I16,82,7,hp,1,16,49,1,
I16,82,8,hp,0,32,55,1,
I16,82,9,c,0,23,50,1,
I16,82,1,n,0,37,75,0,
I16,82,2,n,0,44,71,0,
I16,82,3,n,0,11,30,0,
I16,82,4,n,1,10,34,1,
I16,82,5,n,0,22,61,1,
I16,83,1,hp,1,21,68,0,
I16,83,2,c,1,17,68,0,
I16,83,3,hp,1,24,64,0,
I16,83,4,c,1,,,0,cut fruit
I16,83,5,c,1,14,55,0,
I16,83,6,hp,1,2,50,0,
I16,83,7,hp,1,15,50,1,
I16,83,8,c,1,10,52,1,
I16,83,9,hp,1,17,57,1,
I16,83,10,c,1,,55,1,
I16,83,1,n,0,19,60,0,
I16,83,2,n,0,13,52,0,
I16,83,3,n,1,,61,0,
I16,83,4,n,1,2,62,0,
I16,83,5,n,0,9,39,0,
I16,86,1,hp,0,0,0,0,
I16,86,2,c,1,13,44,0,
I16,86,3,c,1,16,48,0,
I16,86,4,hp,1,15,49,0,
I16,86,5,hp,1,5,48,0,
I16,86,6,c,0,8,31,0,
I16,86,7,hp,0,6,40,0,
I16,86,8,hp,0,7,35,0,
I16,86,9,c,0,1,22,0,
I16,86,1,n,0,28,73,0,
I16,86,2,n,1,18,60,0,
I16,86,3,n,0,11,31,0,
I16,86,4,n,0,34,68,0,
I16,87,1,c,0,1,14,0,
I16,87,2,hp,0,2,6,0,
I16,87,3,c,0,3,27,0,
I16,87,4,c,0,0,6,0,
I16,87,5,hp,0,0,11,0,
I16,87,6,hp,1,,21,0,
I16,87,1,n,0,,27,0,
I16,87,2,n,0,5,32,0,
I16,87,3,n,0,0,,0,
I16,88,1,c,1,7,55,0,
I16,88,2,hp,0,23,56,0,
I16,88,3,c,0,28,62,0,
I16,88,4,hp,1,2,46,0,
I16,88,5,hp,0,0,0,1,
I16,88,6,c,0,9,42,1,
I16,88,1,n,0,6,28,0,
I16,88,2,n,0,7,31,0,
I16,88,3,n,0,6,33,0,
I16,89,1,c,1,1,9,0,
I16,89,2,c,0,0,0,0,
I16,89,3,hp,0,0,0,0,
I16,89,1,n,0,5,30,0,
I16,89,2,n,0,4,21,0,
I16,90,1,hp,0,8,46,0,
I16,90,2,c,0,0,31,0,
I16,90,3,hp,0,29,51,0,
I16,90,4,c,1,16,54,0,
I16,90,5,hp,0,25,50,0,
I16,90,6,c,0,12,54,0,
I16,90,7,hp,0,12,48,0,
I16,90,8,c,0,0,7,0,
I16,90,9,hp,0,5,30,0,
I16,90,10,c,0,5,28,0,
I16,90,1,n,0,3,44,0,
I16,90,2,n,0,9,38,0,
I16,90,3,n,0,2,35,0,
I16,90,4,n,0,3,23,0,
I16,90,5,n,0,7,42,0,
I17,91,1,c,0,34,53,0,
I17,91,2,hp,1,34,56,0,
I17,91,3,hp,0,27,47,1,
I17,91,4,c,1,35,55,1,
I17,91,5,c,1,26,50,1,
I17,91,6,hp,1,28,56,1,
I17,91,7,c,0,13,31,0,
I17,91,8,hp,1,26,51,1,
I17,91,9,c,0,18,45,1,
I17,91,10,hp,1,14,41,1,
I17,91,1,n,0,6,21,0,
I17,91,2,n,0,27,51,1,
I17,91,3,n,0,14,32,1,
I17,91,4,n,1,9,34,1,
I17,91,5,n,1,20,56,1,
I17,92,1,c,0,33,46,0,
I17,92,2,c,0,34,49,0,
I17,92,3,hp,0,39,53,0,
I17,92,4,hp,1,30,44,0,
I17,92,5,hp,1,31,49,0,
I17,92,6,c,0,38,53,0,
I17,92,7,hp,0,21,35,1,
I17,92,8,c,0,24,46,1,
I17,92,9,hp,0,32,50,1,
I17,92,10,c,0,8,28,1,
I17,92,1,n,0,11,57,0,
I17,92,2,n,0,1,6,0,
I17,92,3,n,0,21,51,0,
I17,92,4,n,0,4,32,1,
I17,92,5,n,0,0,0,1,
I17,93,1,hp,1,27,60,0,
I17,93,2,hp,1,28,51,0,
I17,93,3,hp,0,33,70,0,
I17,93,4,c,0,34,70,0,
I17,93,5,c,0,0,0,0,
I17,93,6,c,0,22,67,0,
I17,93,7,hp,0,7,,1,
I17,93,8,c,0,0,,1,
I17,93,9,hp,0,0,,1,
I17,93,1,n,1,29,59,0,
I17,93,2,n,1,25,54,0,
I17,93,3,n,0,5,24,0,
I17,93,4,n,0,24,57,0,
I17,94,1,c,1,19,38,0,
I17,94,2,hp,0,39,49,0,
I17,94,3,hp,0,40,50,0,
I17,94,4,c,0,41,46,0,
I17,94,5,hp,0,0,0,1,
I17,94,6,c,0,0,0,1,
I17,94,7,hp,0,14,17,1,
I17,94,8,c,0,14,31,1,
I17,94,9,c,1,26,45,1,
I17,94,10,hp,0,7,26,1,
I17,94,1,n,0,20,45,0,
I17,94,2,n,1,33,62,0,
I17,94,3,n,0,28,55,1,
I17,94,4,n,0,2,,1,
I17,94,5,n,0,0,11,1,
I17,95,1,hp,1,9,23,0,
I17,95,2,hp,1,,41,0,
I17,95,3,c,1,7,30,0,
I17,95,4,c,1,,47,0,
I17,95,5,c,1,10,36,0,
I17,95,6,hp,1,,57,0,
I17,95,7,c,1,15,56,0,
I17,95,8,c,0,0,0,1,
I17,95,9,hp,0,0,0,1,
I17,95,1,n,1,6,28,0,
I17,95,2,n,1,13,33,0,
I17,95,3,n,1,2,26,0,
I17,95,4,n,1,,60,0,
I17,95,5,n,0,8,42,0,
I17,96,1,c,1,,34,0,
I17,96,2,c,1,5,31,0,
I17,96,3,c,0,4,25,0,
I17,96,4,hp,0,18,44,0,
I17,96,5,hp,0,4,42,0,
I17,96,6,hp,0,14,33,0,
I17,96,7,hp,0,28,54,0,
I17,96,8,hp,0,0,9,0,
I17,96,9,c,1,2,20,0,
I17,96,10,c,0,0,3,0,
I17,96,1,n,0,5,31,0,
I17,96,2,n,0,6,29,0,
I17,96,3,n,0,12,32,0,
I17,96,4,n,0,0,12,0,
I17,96,5,n,0,0,0,0,
I17,97,1,c,0,0,0,0,
I17,97,2,hp,0,0,4,0,
I17,97,3,hp,0,0,,0,
I17,97,4,hp,0,0,0,0,
I17,97,5,hp,0,0,0,0,
I17,97,6,hp,0,0,,0,
I17,97,7,c,0,0,7,0,
I17,97,8,c,0,0,0,0,
I17,97,9,c,0,0,0,0,
I17,98,1,hp,1,11,30,0,
I17,98,2,hp,0,18,37,0,
I17,98,3,c,0,4,32,0,
I17,98,4,c,0,0,5,0,
I17,98,5,c,0,0,,0,
I17,98,6,hp,0,0,0,0,
I17,98,7,c,0,0,5,0,
I17,98,1,n,0,10,33,0,
I17,98,2,n,0,10,35,0,
I17,98,3,n,0,12,32,0,
I17,98,4,n,0,3,30,0,
I17,99,1,c,0,10,25,0,
I17,99,2,c,0,6,20,0,
I17,99,3,hp,0,11,28,0,
I17,99,4,hp,0,12,28,0,
I17,99,5,hp,0,18,37,0,
I17,99,6,hp,0,20,43,0,
I17,99,7,hp,0,22,43,0,
I17,99,8,c,0,26,47,0,
I17,99,9,c,0,24,48,0,
I17,99,10,c,0,5,40,0,
I17,99,11,hp,0,14,33,1,
I17,99,12,c,0,20,39,1,
I17,99,1,n,0,13,34,0,
I17,99,2,n,0,14,32,0,
I17,99,3,n,0,4,,0,
I17,99,4,n,0,20,49,0,
I17,99,5,n,0,14,42,0,
I17,99,6,n,0,1,9,0,
I17,100,1,hp,0,19,43,0,
I17,100,2,c,0,19,42,0,
I17,100,3,hp,1,6,24,0,
I17,100,4,c,0,12,50,0,
I17,100,5,,1,21,49,0,
I17,100,6,hp,0,2,15,0,
I17,100,7,c,1,22,46,0,
I17,100,8,c,0,1,20,0,
I17,100,9,c,0,5,,0,
I17,100,1,n,1,11,38,0,
I17,100,2,n,0,2,10,0,
I17,100,3,n,0,6,36,0,
I17,100,4,n,0,13,40,0,
I17,100,5,n,0,1,16,0,
I17,101,1,c,0,0,0,0,
I17,101,2,hp,0,0,0,0,
I17,101,3,c,0,0,5,0,
I17,101,4,hp,0,0,0,0,
I17,101,5,hp,0,0,0,0,
I17,101,6,hp,0,0,0,0,
I17,101,7,c,0,15,35,0,
I17,101,8,c,0,24,66,0,
I17,101,1,n,0,16,44,0,
I17,101,2,n,0,28,49,0,
I17,101,3,n,0,17,38,0,
I17,101,4,n,0,0,4,0,
I17,102,1,hp,0,0,1,0,
I17,102,2,c,0,0,4,0,
I17,102,3,c,0,0,4,0,
I17,102,4,hp,0,0,4,0,
I17,102,5,c,0,0,3,0,
I17,102,6,c,0,6,16,0,
I17,102,1,n,0,25,48,0,
I17,102,2,n,0,26,51,0,
I17,102,3,n,0,18,46,0,
I17,102,4,n,0,32,55,0,
I17,103,1,c,1,25,34,0,
I17,103,2,c,0,30,36,0,
I17,103,3,hp,1,17,40,0,
I17,103,4,hp,0,17,34,0,
I17,103,5,hp,0,25,40,0,
I17,103,6,hp,1,33,48,0,
I17,103,7,hp,0,35,47,0,
I17,103,8,c,0,33,46,0,
I17,103,9,c,0,32,45,0,
I17,103,10,c,0,13,28,1,
I17,103,1,n,0,0,3,0,
I17,103,2,n,0,0,2,0,
I17,103,3,n,0,10,25,0,
I17,103,4,n,0,19,43,0,
I17,103,5,n,0,24,47,0,
I17,104,1,hp,0,16,26,0,
I17,104,2,c,0,35,51,0,
I17,104,3,hp,0,5,17,0,
I17,104,4,c,1,18,40,0,
I17,104,5,c,1,29,51,0,
I17,104,6,c,1,15,47,0,
I17,104,7,hp,0,40,56,0,
I17,104,8,c,1,18,48,0,
I17,104,9,hp,1,20,57,0,
I17,104,1,n,0,43,52,0,
I17,104,2,n,0,23,38,0,
I17,104,3,n,0,40,53,0,
I17,104,4,n,0,16,44,0,
I17,104,5,n,0,22,35,0,
I17,105,1,hp,0,46,75,0,
I17,105,2,c,1,28,53,0,
I17,105,3,hp,0,38,75,0,
I17,105,4,c,1,31,67,0,
I17,105,5,hp,0,2,19,0,
I17,105,6,c,1,48,73,0,
I17,105,7,c,0,0,0,1,
I17,105,8,hp,0,0,0,1,
I17,105,9,c,0,1,5,1,
I17,105,10,c,0,0,5,1,
I17,105,11,hp,0,8,30,1,
I17,105,1,n,1,16,44,0,
I17,105,2,n,0,9,36,0,
I17,105,3,n,1,20,53,0,
I17,105,4,n,1,8,35,1,
I17,105,5,n,1,8,21,1,
I17,105,6,n,0,14,29,1,
I17,106,1,c,0,11,16,0,
I17,106,2,c,0,20,34,0,
I17,106,3,hp,0,41,45,0,
I17,106,4,hp,0,26,47,0,
I17,106,5,hp,0,14,24,0,
I17,106,6,hp,0,27,47,0,
I17,106,7,c,1,9,42,0,
I17,106,8,c,0,28,52,0,
I17,106,9,hp,1,35,54,0,
I17,106,10,c,0,0,0,0,
I17,106,1,n,0,27,43,0,
I17,106,2,n,0,45,57,0,
I17,106,3,n,1,28,42,0,
I17,106,4,n,0,29,35,0,
I17,106,5,n,0,7,15,0,
I17,107,1,hp,1,24,39,0,
I17,107,2,c,0,31,45,0,
I17,107,3,hp,0,21,45,0,
I17,107,4,c,0,34,50,0,
I17,107,5,hp,1,30,48,0,
I17,107,6,hp,0,38,52,0,
I17,107,7,c,0,34,53,0,
I17,107,8,c,0,5,14,1,
I17,107,9,hp,0,15,41,1,
I17,107,1,n,0,32,46,0,
I17,107,2,n,0,37,50,0,
I17,107,3,n,0,8,23,0,
I17,107,4,n,0,31,49,0,
I17,108,1,hp,0,0,5,0,
I17,108,2,c,0,0,2,0,
I17,108,3,hp,0,0,3,0,
I17,108,4,hp,0,15,33,0,
I17,108,5,c,0,0,1,0,
I17,108,6,hp,0,0,11,0,
I17,108,7,c,0,6,14,0,
I17,108,8,c,0,0,,0,
I17,108,1,n,0,46,63,0,
I17,108,2,n,0,8,30,0,
I17,108,3,n,0,16,45,0,
I17,108,4,n,0,31,54,0,
I17,109,1,c,0,0,0,0,
I17,109,2,c,0,0,0,0,
I17,109,3,c,0,0,0,0,
I17,109,4,hp,0,0,39,0,
I17,109,5,hp,0,0,0,0,
I17,109,6,c,0,0,4,0,
I17,109,7,c,0,12,38,1,
I17,109,1,n,0,16,35,0,
I17,109,2,n,0,23,56,0,
I17,109,3,n,0,0,7,0,
I17,109,4,n,0,1,11,0,
I17,109,5,n,0,11,34,0,
I17,111,1,c,0,34,57,0,
I17,111,2,c,1,35,63,0,
I17,111,3,hp,0,31,62,0,
I17,111,4,hp,0,35,63,0,
I17,111,5,hp,0,35,61,0,
I17,111,6,hp,0,36,66,0,
I17,111,7,c,0,37,65,0,
I17,111,8,c,0,28,68,0,
I17,111,9,hp,0,10,39,0,
I17,111,10,c,0,38,69,0,
I17,111,1,n,0,25,48,0,
I17,111,2,n,0,9,31,0,
I17,111,3,n,0,26,50,0,
I17,111,4,n,0,39,62,0,
I17,111,5,n,0,24,50,0,
I17,112,1,hp,1,14,38,0,
I17,112,2,hp,1,20,38,0,
I17,112,3,hp,0,0,0,0,
I17,112,4,c,1,21,53,0,
I17,112,5,c,0,24,55,0,
I17,112,6,hp,0,20,67,0,
I17,112,7,c,1,22,55,0,
I17,112,8,c,0,41,57,0,
I17,112,1,n,0,27,52,0,
I17,112,2,n,0,16,57,0,
I17,112,3,n,0,24,67,0,
I17,112,4,n,0,10,37,0,
I17,113,1,c,1,15,35,0,
I17,113,2,c,1,8,43,0,
I17,113,3,hp,0,0,7,0,
I17,113,4,hp,0,32,42,0,
I17,113,5,c,1,25,44,0,
I17,113,6,c,0,16,51,0,
I17,113,7,hp,0,43,55,0,
I17,113,8,hp,0,35,58,0,
I17,113,9,c,1,17,56,0,
I17,113,10,hp,0,25,32,1,
I17,113,11,c,0,0,7,1,
I17,113,1,n,0,46,49,0,
I17,113,2,n,0,39,50,0,
I17,113,3,n,0,37,45,0,
I17,113,4,n,0,24,44,0,
I17,113,5,n,0,15,35,0,
I17,114,1,c,0,23,30,0,
I17,114,2,c,0,19,28,0,
I17,114,3,hp,1,8,40,0,
I17,114,4,hp,0,24,37,0,
I17,114,5,hp,0,18,40,0,
I17,114,6,c,0,37,47,0,
I17,114,7,hp,0,34,46,0,
I17,114,8,c,1,23,45,0,
I17,114,9,hp,1,28,48,0,
I17,114,10,c,0,14,29,0,
I17,114,1,n,0,11,29,0,
I17,114,2,n,1,6,49,0,
I17,114,3,n,0,37,58,0,
I17,114,4,n,1,12,50,0,
I17,114,5,n,1,0,25,0,
I17,115,1,hp,0,0,5,0,
I17,115,2,c,1,20,49,0,
I17,115,3,c,0,0,0,0,
I17,115,4,hp,0,30,55,0,
I17,115,5,c,0,0,9,0,
I17,115,6,hp,0,9,22,0,
I17,115,7,hp,1,34,64,0,
I17,115,8,c,1,,33,0,
I17,115,1,n,1,28,59,0,
I17,115,2,n,0,17,40,0,
I17,115,3,n,0,18,44,0,
I17,115,4,n,0,17,42,0,
I17,117,1,c,0,14,30,0,
I17,117,2,hp,0,23,36,0,
I17,117,3,hp,0,25,41,0,
I17,117,4,c,0,8,35,0,
I17,117,5,hp,0,35,42,0,
I17,117,6,c,0,4,19,0,
I17,117,7,hp,1,26,54,0,
I17,117,8,c,0,27,53,0,
I17,117,9,hp,0,13,27,1,
I17,117,1,n,0,28,45,0,
I17,117,2,n,0,16,39,0,
I17,117,3,n,0,10,35,0,
I17,117,4,n,0,8,25,0,
I17,118,1,c,0,34,47,0,
I17,118,2,hp,0,13,50,0,
I17,118,3,c,1,10,46,0,
I17,118,4,hp,0,37,54,0,
I17,118,5,c,0,26,51,0,
I17,118,6,hp,1,31,57,0,
I17,118,7,hp,0,28,51,0,
I17,118,8,c,0,12,32,0,
I17,118,9,hp,1,,57,0,
I17,118,10,c,1,8,57,0,
I17,118,1,n,0,27,40,0,
I17,118,2,n,0,44,55,0,
I17,118,3,n,0,50,58,0,
I17,118,4,n,0,36,52,0,
I17,118,5,n,0,22,37,0,
I7,128,1,hp,0,11,66,0,reproductive stem 1
I7,128,2,hp,0,10,48,0,reproductive stem 1
I7,128,3,c,0,0,2,0,reproductive stem 1
I7,128,4,c,0,1,18,1,reproductive stem 1
I7,128,5,hp,0,0,0,1,reproductive stem 1
I7,128,6,c,1,18,69,0,reproductive stem 2
I7,128,7,hp,1,6,63,0,reproductive stem 2
I7,128,8,c,1,0,47,0,reproductive stem 2
I7,128,9,hp,0,7,61,0,reproductive stem 2
I7,128,1,n,0,18,50,0,
I7,128,2,n,0,15,62,0,
I7,128,3,n,0,4,53,0,
I7,128,4,n,0,3,19,1,
I7,129,1,c,0,20,62,0,
I7,129,2,c,0,12,61,0,
I7,129,3,hp,0,4,55,0,
I7,129,4,hp,0,4,48,0,
I7,129,5,hp,0,4,42,0,
I7,129,6,c,0,0,0,0,
I7,129,1,n,0,35,55,0,
I7,129,2,n,1,7,56,0,
I7,129,3,n,0,15,51,0,
I7,130,1,c,0,0,2,0,
I7,130,2,hp,0,0,0,0,
I7,130,3,hp,0,,,0,
I7,130,4,c,0,0,0,0,
I7,130,1,n,0,0,6,0,
I7,130,2,n,0,22,45,0,
I7,131,1,c,0,22,59,0,
I7,131,2,c,0,16,55,0,
I7,131,3,hp,0,0,16,0,
I7,131,4,hp,1,13,56,0,
I7,131,5,hp,0,5,44,0,
I7,131,6,c,0,0,6,0,
I7,131,1,n,0,19,30,0,
I7,131,2,n,0,7,14,0,
I7,131,3,n,0,48,61,0,
I7,134,1,c,0,2,66,0,
I7,134,2,hp,0,0,1,0,
I7,134,3,hp,0,0,6,0,
I7,134,4,c,0,0,,0,
I7,134,5,hp,0,0,4,0,
I7,134,6,c,0,2,65,0,
I7,134,1,n,0,0,53,0,
I7,134,2,n,0,0,43,0,
I7,134,3,n,0,0,31,0,
I7,135,1,hp,0,17,45,0,
I7,135,2,c,0,8,36,0,
I7,135,3,c,0,24,44,0,
I7,135,1,n,0,15,42,0,
I7,135,2,n,0,12,41,0,
I7,136,1,c,0,,50,0,
I7,136,2,c,0,15,55,0,
I7,136,3,hp,0,0,34,0,
I7,136,4,hp,0,1,41,0,
I7,136,5,hp,0,2,45,0,
I7,136,1,n,0,12,47,0,
I7,136,2,n,0,0,8,0,
I7,137,1,c,0,1,64,0,
I7,137,2,c,0,1,33,0,
I7,137,3,hp,0,0,5,0,
I7,137,4,hp,0,0,0,0,
I7,137,5,c,0,0,0,0,
I7,137,6,hp,0,0,0,0,
I7,137,1,n,0,5,53,0,
I7,137,2,n,0,0,22,0,
I7,137,3,n,0,0,11,0,
I7,138,1,hp,0,0,54,0,
I7,138,2,c,0,4,55,0,
I7,138,3,hp,0,1,35,0,
I7,138,4,c,0,0,5,0,
I7,138,5,c,0,,56,1,
I7,138,6,hp,0,0,10,1,
I7,138,1,n,0,4,51,0,
I7,138,2,n,0,2,22,0,
I7,138,3,n,0,11,31,0,
I7,139,1,c,0,,57,0,
I7,139,2,hp,1,,59,0,
I7,139,3,hp,1,5,55,0,
I7,139,4,hp,1,2,43,0,
I7,139,5,c,0,0,27,0,
I7,139,6,c,0,0,23,0,
I7,139,1,n,0,9,35,0,
I7,139,2,n,0,26,47,0,
I7,139,3,n,0,18,45,0,
I7,140,1,c,0,11,32,0,
I7,140,2,hp,0,0,5,0,
I7,140,3,c,0,0,0,0,
I7,140,4,hp,0,0,0,0,
I7,140,5,hp,1,0,12,0,
I7,140,6,c,0,5,19,0,
I7,140,1,n,0,9,57,0,
I7,140,2,n,0,2,63,0,
I7,140,3,n,0,14,63,0,
I7,141,1,c,0,7,41,0,
I7,141,2,hp,0,10,51,0,
I7,141,3,hp,0,4,31,0,
I7,141,4,hp,0,0,6,0,
I7,141,5,c,0,4,25,0,
I7,141,6,c,0,3,29,0,
I7,141,1,n,0,16,57,0,
I7,141,2,n,0,29,66,0,
I7,141,3,n,0,11,33,0,