ID,file.y,Toluene_adj,Benzaldehyde,Acetophenone,Benzyl Benzoate,Phenylacetaldehyde,Benzyl Alcohol,Phenylethyl Alcohol,Benzyl Acetate,4-Methoxybenzaldehyde,4-Oxoisophorone,NFlowers
7904,201103,108.16666666666666,127719.71800000001,70866.95700000001,382957.963,NA,NA,NA,NA,NA,NA,4
7905,201103,86.53333333333333,126341.65100000001,72984.02000000002,191195.23,67036.549,46172.587,261475.26,NA,NA,NA,5
7906,201103,108.16666666666666,231138.01300000004,105881.832,267269.375,124300.61600000004,68888.921,187005.489,NA,NA,NA,4
7908,201103,86.53333333333333,256258.27599999998,73196.89600000001,NA,1366486.1720000003,279957.378,2749368.4160000007,84213.28,NA,NA,5
7910,201103,72.1111111111111,384305.093,50881.492,103141.30300000001,3429303.8,226785.94800000003,1039672.0090000002,NA,NA,NA,6
7911,201103,108.16666666666666,127965.05800000002,127449.31300000002,281452.8400000001,NA,24153.644000000004,15711.808000000005,NA,NA,NA,4
7912,201103,72.1111111111111,175175.09100000001,40837.224,234550.565,NA,33757.85,18835.754000000004,NA,NA,NA,6
7913,201103,86.53333333333333,106053.89600000001,109188.68000000001,NA,134186.504,NA,67450.349,NA,NA,NA,5
7914,201103,72.1111111111111,168574.07500000004,23272.380000000005,NA,1213594.8760000002,120696.52800000002,2313600.908,29183.829000000005,NA,NA,6
7915,201103,108.16666666666666,165879.44800000003,100868.903,NA,728607.903,129556.573,504416.8230000001,NA,NA,NA,4
7916,201103,86.53333333333333,115257.69100000002,76208.08299999998,196375.654,NA,13914.737000000001,14776.225,NA,NA,NA,5
7918,201103,86.53333333333333,127157.29900000003,44461.861000000004,690308.9120000001,NA,54618.672,42250.58000000001,NA,NA,NA,5
7920,201103,61.8095238095238,75179.831,170590.909,589044.7620000001,570264.7650000001,NA,1062315.1480000003,NA,NA,NA,7
7922,201103,61.8095238095238,73460.91200000001,14251.790000000003,168422.828,NA,NA,19032.441,NA,NA,NA,7
7923,201103,86.53333333333333,84028.29200000002,107691.38500000001,90812.67000000003,1221516.616,NA,5964386.162,NA,NA,NA,5
7924,201103,86.53333333333333,153436.465,96999.51700000002,NA,NA,NA,80730.92800000001,NA,NA,NA,5
7925,201103,72.1111111111111,257219.68300000002,69950.77800000002,193413.168,2671402.985,200012.36600000004,1954687.777,NA,NA,NA,6
7926,201104,108.16666666666666,176338.44200000004,99224.03400000001,423509.613,254415.227,NA,1514171.225,NA,NA,NA,4
7928,201103,86.53333333333333,342066.545,100442.057,184622.75700000004,746345.1210000002,85915.56600000002,1219433.6850000003,NA,NA,NA,5
7926,201104,108.16666666666666,234470.30900000004,160440.87700000004,333228.681,234123.18000000005,NA,1307153.93,NA,NA,NA,4
7932,201109,61.8095238095238,212309.48400000003,64550.198,310900.71800000005,16853.671,33311.255000000005,75440.00799999999,NA,NA,NA,7
7934,201109,86.53333333333333,379848.161,133467.869,401390.82600000006,466047.74399999995,133295.416,352673.2650000001,NA,NA,NA,5
7936,201109,72.1111111111111,165092.65000000002,27076.179000000004,410065.042,59173.44600000001,148582.393,406885.265,143206.419,NA,NA,6
7937,201109,72.1111111111111,65417192.884,66965.53700000001,525707.8030000001,7486758.181000002,26231371.653,77070893.351,7747877.045000002,NA,NA,6
7938,201109,61.8095238095238,497505.32000000007,10559.507,NA,2566278.5409999997,319222.416,1151888.862,NA,NA,NA,7
7939,201109,86.53333333333333,74112.46300000002,27820.492000000006,NA,NA,19945.23,107177.86400000002,NA,NA,NA,5
7940,201109,72.1111111111111,94727.98,10556.083,NA,NA,39419.9,37028,NA,NA,NA,6
7941,201109,86.53333333333333,158634.17400000003,22819.658,NA,170997.392,17924.804,415243.23699999996,NA,NA,NA,5
7943,201109,86.53333333333333,438244.20700000005,17506.801000000003,NA,3068551.197,213686.49100000004,3591480.8730000006,NA,NA,NA,5
7944,201109,86.53333333333333,381367.634,15608.927,NA,607774.001,36288.024000000005,1137769.527,NA,NA,NA,5
7945,201109,86.53333333333333,185349.193,9899.147,NA,NA,NA,NA,NA,NA,NA,5
7946,201109,86.53333333333333,55631273.09600001,326318.97500000003,77025.79300000002,NA,1891563.8590000002,64142.022,3558416.959,NA,NA,5
7947,201109,86.53333333333333,207965.04200000002,7798.237000000001,NA,NA,NA,NA,NA,NA,NA,5
7948,201109,86.53333333333333,115083.198,16916.639,NA,NA,NA,NA,NA,NA,NA,5
7950,201109,144.2222222222222,201570.33700000006,12609.414,NA,NA,5095.457,81497.795,NA,NA,NA,3
7951,201109,61.8095238095238,200080.089,8158.165000000001,NA,NA,NA,34358.476,NA,NA,NA,7
7953,201109,86.53333333333333,152597.73500000002,NA,NA,NA,NA,NA,NA,NA,NA,5
7954,201109,108.16666666666666,285649.91000000003,NA,NA,NA,16530.886000000002,43568.886,NA,NA,NA,4
7955,201109,72.1111111111111,358835.082,13951.385000000004,NA,1282752.4600000004,129682.84,954047.1790000001,NA,NA,NA,6
7956,201109,48.07407407407407,53191447.09600001,711358.8350000001,NA,NA,19612538.407000005,475595.16500000004,11739259.614000002,4596234.443,NA,9
7957,201109,108.16666666666666,321863.123,23898.791000000005,NA,291387.2320000001,169753.708,1400574.0780000002,NA,NA,NA,4
7958,201109,72.1111111111111,265903.649,81640.73400000003,NA,151383.18200000003,98888.025,765379.4150000002,NA,NA,NA,6
7959,201110,72.1111111111111,115147.82700000005,36329.31,NA,NA,12051.100000000002,NA,NA,NA,NA,6
7960,201110,72.1111111111111,108840.13700000002,NA,NA,NA,NA,NA,NA,NA,NA,6
7961,201110,86.53333333333333,51872696.37900001,374158.037,NA,NA,2713361.1030000006,52086.02,3774250.217,6230627.506000001,146359.424,5
7962,201110,54.08333333333333,29146163.587,67815.03,NA,11954384.124000002,1107404.579,766796.166,180833.82800000004,94340.115,NA,8
7963,201110,72.1111111111111,61309050.057,NA,NA,16176599.111000001,4564197.521,6261466.730000001,259116.90700000004,99514.94400000002,NA,6
7964,201110,61.8095238095238,31893332.646999996,81709.50599999998,NA,716285.3900000001,222196.369,79520.67200000002,126076.006,233085.71900000004,NA,7
7966,201117,72.1111111111111,693583.807,16745.347,308820.82200000004,NA,161324.723,138518.239,NA,NA,NA,6
7967,201117,72.1111111111111,511776.4080000001,18710.859,NA,NA,NA,NA,NA,NA,NA,6
7969,201117,72.1111111111111,415378.62500000006,103433.93000000001,NA,NA,18443.814,NA,NA,NA,NA,6
7974,201117,108.16666666666666,44051677.7,176858.472,NA,1427233.0510000002,11507137.795000002,19037115.427,15096142.709000003,NA,NA,4
7976,201117,108.16666666666666,46794098.679,101637.31500000002,NA,NA,17508512.961000003,498515.164,11723290.71,2296357.1170000006,NA,4
7977,201117,86.53333333333333,10612416.876000002,160788.14800000002,NA,NA,635889.101,NA,249508.92799999999,NA,NA,5
7978,201117,86.53333333333333,846773.6750000003,35468.797000000006,NA,2152709.626,488134.2420000001,2327778.843,NA,NA,684397.276,5
7979,201117,86.53333333333333,373362.83400000003,52704.628,NA,NA,17828.891,28806.681,NA,NA,NA,5
7980,201117,86.53333333333333,447956.534,36648.70500000001,NA,NA,15869.514999999998,39129.893000000004,75442.08300000001,NA,NA,5
7981,201117,144.2222222222222,542950.477,46131.850000000006,NA,245298.77000000002,61440.4,1061242.0970000003,NA,NA,540153.08,3
7982,201117,72.1111111111111,86229686.798,877608.4390000002,NA,NA,7291084.695000002,123081.952,4221753.4690000005,7430617.411000002,231790.655,6
7984,201117,61.8095238095238,53928662.80600001,886177.2770000001,NA,194197.10800000004,1497977.976,132390.217,3071210.775,NA,NA,7
7985,201117,86.53333333333333,503633.22000000003,43656.536,NA,NA,39557.74100000001,NA,NA,NA,NA,5
7986,201117,144.2222222222222,475407.73300000007,NA,NA,NA,NA,NA,NA,NA,NA,3
7987,201117,86.53333333333333,384650.3990000001,14148.837,NA,NA,77391.947,NA,NA,NA,NA,5
7988,201117,86.53333333333333,463448.13300000003,53097.688,NA,NA,48144.776000000005,190589.84,NA,NA,NA,5
7989,201117,86.53333333333333,454024.073,27542.455,NA,NA,10961.971,NA,NA,NA,NA,5
7990,201117,86.53333333333333,430073.31,133607.83500000002,NA,NA,63472.247,83622.16000000002,NA,NA,NA,5
7993,201117,144.2222222222222,358073.502,78731.30800000002,NA,NA,NA,98915.307,NA,NA,255620.642,3
7994,201117,86.53333333333333,69814507.224,124317.08400000003,NA,NA,556848.614,NA,658532.6770000001,NA,NA,5
7995,201117,72.1111111111111,34889111.83900001,230381.16900000002,NA,NA,567189.0460000001,58561.96800000001,1478553.7520000003,NA,NA,6
7997,201117,48.07407407407407,13166311.951999998,748453.463,NA,1791372.0320000001,590676.7230000001,205352.342,NA,NA,NA,9
7998,201117,86.53333333333333,53564645.745,314702.8890000001,NA,211882.717,1210836.7450000003,179921.502,3055613.569,NA,NA,5
7999,201117,86.53333333333333,554274.242,120213.871,NA,NA,NA,NA,NA,NA,NA,5
8000,201117,108.16666666666666,533766.954,25941.333,NA,NA,NA,NA,NA,NA,NA,4
8001,201117,86.53333333333333,40606135.92000001,262417.86000000004,NA,NA,443776.476,40369.05100000001,355850.15599999996,455038.83,NA,5
8002,201117,108.16666666666666,43347109.007,221064.13400000002,NA,NA,1671489.5850000002,NA,996632.979,NA,NA,4
8005,201117,72.1111111111111,97450908.50900002,258545.00000000003,358426.42700000014,27076790.204000004,16182361.674000004,54859632.09200001,13664323.94,NA,NA,6
8006,201117,108.16666666666666,635030.888,44941.10300000001,NA,NA,234433.38400000002,234698.24500000002,NA,NA,NA,4
8007,201117,86.53333333333333,554041.428,60638.18399999999,NA,NA,NA,38035.946,NA,NA,NA,5
8009,201117,86.53333333333333,341172.412,23097.005000000005,NA,NA,NA,NA,NA,NA,NA,5
8010,201117,61.8095238095238,918991.6980000001,35233.311,NA,NA,NA,61911.251,NA,NA,NA,7
8011,201117,108.16666666666666,649335.6870000002,131035.49900000001,NA,NA,NA,73668.407,NA,NA,NA,4
8013,201117,86.53333333333333,524658.6610000001,169037.56200000003,NA,NA,NA,255656.14299999998,NA,NA,785052.423,5
8015,201117,61.8095238095238,13573655.816000002,40040.501000000004,NA,9690755.132000001,1886334.9770000002,14607336.625999998,608048.9330000001,NA,NA,7
8016,201117,61.8095238095238,645091.5030000001,165811.24900000004,NA,201411.80200000003,104312.152,776209.275,NA,NA,781605.163,7
8018,201117,86.53333333333333,547971.5130000002,41234.275,NA,NA,NA,18359.697000000004,NA,NA,NA,5
8021,201117,54.08333333333333,1201016.9700000002,227343.65800000005,NA,12096839.630000003,732990.686,8546779.166,NA,NA,3290157.273,8
8021,201117,54.08333333333333,NA,NA,NA,NA,NA,NA,NA,NA,177682.649,8
8023,201117,43.266666666666666,22239781.108,750736.718,132574.734,NA,6391090.381000001,5497711.362000001,2785672.712,NA,NA,10
8024,201117,86.53333333333333,129380351.284,732223.51,258583.87200000003,NA,7988199.774000001,62898.427,15503521.424000002,176634.98,NA,5
8026,201119,72.1111111111111,28860114.783,507523.683,126484.09800000001,NA,6287921.453,860498.0880000001,923313.141,NA,NA,6
8028,201119,86.53333333333333,56019377.287,171254.69,NA,NA,778033.4160000001,80713.343,1198205.426,NA,NA,5
8032,201119,43.266666666666666,65210137.853,808793.2410000002,409249.43,9617031.575000001,23098850.991,60571053.774000004,7937649.384000001,NA,NA,10
8033,201119,72.1111111111111,352388.67500000005,39783.121,NA,NA,58538.37200000001,172548.139,NA,NA,NA,6
8035,201119,108.16666666666666,684933.4550000001,63888.98900000001,NA,NA,NA,46911.405000000006,NA,NA,696729.223,4
8036,201119,144.2222222222222,700581.9440000001,86355.93300000002,NA,654777.2650000001,222813.196,1074284.173,60070.20800000002,NA,295817.645,3
8037,201119,86.53333333333333,573729.831,29244.165000000005,NA,2270487.291,323020.727,9462573.99,141429.09500000003,NA,1598761.644,5
8040,201119,86.53333333333333,193525.97600000002,NA,NA,NA,NA,25974.543,NA,NA,NA,5
8042,201119,61.8095238095238,567043.447,13049.279,NA,NA,NA,NA,NA,NA,NA,7
8043,201119,27.041666666666664,269804.325,16751.949,NA,NA,NA,20717.291000000005,NA,NA,NA,16
8044,201119,86.53333333333333,220355.54300000003,42013.753000000004,NA,NA,NA,NA,NA,NA,NA,5
8054,201119,86.53333333333333,825976.328,82283.243,NA,NA,314553.83099999995,550129.148,47836.15600000001,NA,NA,5
8056,201119,72.1111111111111,46601001.01600001,407633.423,519944.329,5497788.904000001,22894912.816000003,24369330.042000003,19361973.583000004,NA,NA,6
8057,201119,86.53333333333333,70722547.222,2033834.88,248965.40599999996,96432.06200000002,1030782.7170000002,672121.4120000001,1667697.82,2309357.566,250261.482,5
8062,201123,86.53333333333333,398927.3050000001,17394.751,NA,NA,69006.39,NA,NA,NA,NA,5
8063,201123,108.16666666666666,116990.802,37147.717,NA,NA,NA,NA,NA,NA,NA,4
8068,201123,72.1111111111111,68613484.502,368289.07700000005,719796.8860000002,335635.157,21042669.059000008,8376346.450000003,2046351.913,NA,NA,6
8072,201123,86.53333333333333,443643.034,126956.67700000001,NA,126372.13600000001,209106.722,1351978.7720000003,NA,NA,189859.278,5
8072,201123,86.53333333333333,NA,NA,NA,NA,865271.1210000002,NA,NA,NA,NA,5
8073,201123,72.1111111111111,206622.14000000004,140303.40000000002,344547.468,NA,NA,NA,NA,NA,NA,6
8076,201123,72.1111111111111,NA,147804.87300000002,615944.9400000001,NA,NA,NA,NA,NA,NA,6
8081,201123,86.53333333333333,367933.34500000003,103378.91000000003,654906.021,NA,127453.274,510790.95,NA,NA,NA,5
8082,201123,72.1111111111111,322886.77700000006,54199.591,878991.0290000001,NA,NA,81505.52000000002,NA,NA,NA,6
8089,201123,72.1111111111111,314052.374,228060.99800000002,754873.1620000001,56101.56900000002,85904.88400000002,568866.7500000001,NA,NA,141407.315,6
8090,201123,54.08333333333333,574183.345,195201.02500000002,716402.0160000001,725153.658,156206.011,1138050.84,NA,NA,279759.376,8
8091,201123,72.1111111111111,632761.494,160550.631,365950.90800000005,429864.29300000006,225818.03400000004,608800.3680000001,NA,NA,106579.926,6
8092,201123,86.53333333333333,546241.683,206179.45900000003,982072.8830000003,NA,167625.11300000004,287185.7970000001,NA,NA,NA,5
8093,201123,61.8095238095238,351444.41500000004,114408.691,169361.02600000004,NA,106603.013,440167.556,36371.773,NA,103063.681,7
8096,201124,86.53333333333333,348490.50800000003,113393.76900000003,554979.9060000001,NA,121472.00200000001,187293.701,NA,NA,NA,5
8097,201124,72.1111111111111,313711.75800000003,130665.85500000001,NA,NA,62592.933000000005,NA,NA,NA,NA,6
8098,201124,108.16666666666666,347356.59,75423.04800000001,180359.32400000002,NA,111070.31200000003,59068.106,NA,NA,NA,4
8099,201124,108.16666666666666,606922.9710000001,206759.76800000004,522149.85600000015,NA,101461.362,472675.422,NA,NA,NA,4
8100,201124,86.53333333333333,589364.483,114904.17400000003,910541.3220000002,NA,128949.094,NA,NA,NA,NA,5
8101,201124,108.16666666666666,601239.969,228330.66800000006,541438.2820000001,NA,106045.661,NA,NA,NA,NA,4
8104,201124,86.53333333333333,249245.573,30892.624,330783.26900000003,NA,NA,NA,NA,NA,NA,5
8105,201124,86.53333333333333,209228.09600000002,92167.93700000002,356145.448,NA,NA,NA,NA,NA,NA,5
8106,201124,72.1111111111111,427297.41900000005,189332.813,554413.933,NA,NA,NA,NA,NA,NA,6
8107,201124,72.1111111111111,153762.838,25684.197000000007,190992.703,NA,NA,NA,NA,NA,NA,6
8108,201124,86.53333333333333,44207993.32300001,239596.35300000003,785151.1869999999,3184613.4610000006,624025.5420000002,438597.733,122593.45400000001,NA,NA,5
8111,201124,86.53333333333333,417999.27900000004,176915.81200000003,459606.4980000001,9447.205,144984.165,505910.9270000001,NA,NA,189992.682,5
8112,201124,108.16666666666666,270882.67600000004,36612.039000000004,NA,300106.845,112762.246,550858.4870000001,NA,NA,144279.172,4
8113,201124,86.53333333333333,346699.83200000005,43278.843,NA,NA,130777.39100000002,289258.0239999999,NA,NA,NA,5
8114,201124,108.16666666666666,26294763.362000003,51137.5,NA,2822879.6900000004,856582.9550000001,2814360.8430000003,128771.78600000002,206144.994,NA,4
8115,201124,144.2222222222222,324239.93500000006,6191026.000000001,NA,NA,75046.67300000001,222510.2,NA,NA,NA,3
8116,201124,144.2222222222222,320313.60900000005,33407.087,NA,596368.538,110042.543,1587087.839,NA,NA,135481.936,3
8117,201124,144.2222222222222,728466.1260000002,67410.42600000002,NA,9655047.482,304328.065,10275961.518000001,329689.98900000006,NA,281525.58,3
8118,201124,72.1111111111111,434961.079,27102.302,NA,NA,120333.203,416532.629,NA,NA,242980.083,6
8119,201124,86.53333333333333,366551.9380000001,33870.52100000001,114481.35200000001,481603.718,145488.871,2104829.8030000003,65100.36299999999,NA,119229.74,5
8121,201124,72.1111111111111,439836.95900000003,NA,NA,NA,NA,NA,NA,NA,NA,6
8122,201124,86.53333333333333,122157.694,NA,NA,NA,NA,NA,NA,NA,NA,5
8125,201124,86.53333333333333,2178989.282,49872.80500000001,NA,NA,435482.26099999994,352801.78200000006,985702.96,NA,NA,5
8126,201124,86.53333333333333,599429.401,19873.304,NA,184980.159,219396.29300000003,1243222.0130000003,72751.32900000001,NA,87206.505,5
8128,210118,86.53333333333333,14621615.474000001,38814.09500000001,NA,1378611.5610000002,2196632.5990000004,2818182.4870000007,917986.625,NA,NA,5
8129,210118,86.53333333333333,213874.81900000002,NA,NA,NA,NA,NA,NA,NA,NA,5
8137,210118,86.53333333333333,13584506.518000001,142045.656,NA,NA,162338.03300000002,NA,NA,NA,NA,5
8138,210118,86.53333333333333,10676396.133000001,NA,NA,NA,165663.386,NA,55989.09299999999,NA,NA,5
8141,210118,86.53333333333333,34007407.939,640543.1130000001,300217.554,NA,2469107.475,143280.13,1810394.034,1707236.8999999997,170377.102,5
8142,210118,86.53333333333333,8342279.527,64156.415000000015,NA,NA,351714.727,NA,323446.45200000005,91203.74100000002,NA,5
8143,210118,72.1111111111111,45740463.73300001,393529.7800000001,735190.612,54612.02900000002,14980617.577000001,4237731.828,10904977.664,NA,71442.73,6
8145,210118,72.1111111111111,9419704.101,32326.72600000001,NA,NA,364014.03500000003,NA,NA,NA,NA,6
8146,210118,108.16666666666666,10912683.958000002,65661.003,NA,NA,231457.396,NA,75754.976,NA,NA,4
8147,210118,72.1111111111111,18885.23,NA,NA,NA,NA,NA,NA,NA,NA,6
8149,210118,108.16666666666666,1702287.5560000003,18079.496,NA,NA,122521.66800000002,48143.60500000001,NA,NA,NA,4
8150,210118,72.1111111111111,10499064.582000002,35472.83500000001,NA,38054.24700000001,6410149.372000002,5832997.526000001,6748509.027999999,NA,NA,6
8151,210118,86.53333333333333,6258977.285,26917.052000000003,NA,NA,486316.77099999995,420704.025,354261.409,NA,NA,5
8162,210118,86.53333333333333,40081540.357,3146584.0520000006,317781.696,NA,2043637.9970000004,152419.46600000001,895764.7060000001,3316477.4600000004,70774.984,5
8163,210118,86.53333333333333,317812.37100000004,118008.07400000001,NA,NA,281600.42600000004,NA,NA,NA,NA,5
8164,210119,86.53333333333333,86118.237,158402.33700000003,NA,NA,25767.701000000005,523367.4,NA,NA,NA,5
8167,210119,86.53333333333333,305720.91400000005,18796.329000000005,NA,4577091.108,226958.47800000003,2990510.585,NA,NA,217359.531,5
8169,210119,108.16666666666666,681400.568,NA,NA,489447.27000000014,516387.998,5132162.706000001,1096919.4420000003,NA,NA,4
8170,210119,108.16666666666666,52295.25500000001,15924.120000000004,NA,192203.12800000003,NA,649732.686,NA,NA,146379.798,4
8172,210119,61.8095238095238,25411915.924,46378.601,NA,33926.31800000001,623947.7579999999,NA,186304.21699999998,NA,NA,7
8173,210119,86.53333333333333,15914988.763,33465.338,NA,NA,357146.09200000006,NA,102624.51600000002,NA,NA,5
8174,210119,86.53333333333333,NA,NA,NA,NA,80021.67,NA,NA,NA,NA,5
8175,210119,72.1111111111111,797537.4320000001,10207.720000000001,NA,816749.267,636518.628,10026550.785,1760912.5130000003,NA,NA,6
8176,210119,86.53333333333333,2803337.7540000007,38581.25400000001,NA,NA,341689.1340000001,217918.77400000003,392839.963,NA,NA,5
8177,210119,72.1111111111111,20788612.653000005,148460.633,138887.66400000002,NA,1118257.673,147843.86800000002,336888.54500000004,NA,NA,6
8178,210119,72.1111111111111,304884.89100000006,NA,NA,3415645.6400000006,188939.28100000002,8831261.386000002,62839.06900000002,NA,367636.765,6
8179,210119,86.53333333333333,141304.872,24867.548,NA,1571184.8220000002,187260.526,4472032.677,134818.027,NA,277722.368,5
8180,210119,72.1111111111111,67191.352,32482.045000000006,NA,1991041.987,208180.462,8812188.541000001,176542.03700000004,NA,231240.587,6
8181,210119,86.53333333333333,37532330.809,205926.88700000002,191407.94600000003,NA,601940.6490000001,291613.976,416341.3030000001,NA,NA,5
8182,210119,86.53333333333333,15921799.571000004,92785.24700000003,NA,NA,866724.9469999999,225830.213,757960.7820000001,NA,NA,5
8183,210119,144.2222222222222,21305491.042000003,9376.699000000002,NA,NA,630712.259,NA,126936.05400000002,NA,NA,3
8189,210119,86.53333333333333,46432326.01,392933.517,NA,NA,1038313.7640000001,141652.128,NA,NA,NA,5
8204,210120,86.53333333333333,2884065.6890000002,16920.026000000005,183733.13300000003,2033373.0580000002,1057962.5660000003,16397006.253,1147025.887,NA,NA,5
8206,210120,108.16666666666666,184731.553,94688.78100000002,NA,NA,242712.28000000006,NA,NA,NA,NA,4
8207,210120,61.8095238095238,55640218.60599999,136944.105,336549.96100000007,NA,1429187.608,NA,1009362.8430000001,NA,NA,7
8217,210120,86.53333333333333,157354.276,NA,161322.67300000007,NA,NA,78025.472,NA,NA,NA,5
8218,210120,108.16666666666666,19366182.364000004,95536.242,408694.78300000005,85522.567,12594814.182,4739821.426,213457.62900000002,1015902.2500000002,NA,4
8223,210120,86.53333333333333,347218.164,132814.90600000002,NA,61991.69000000002,NA,251895.35,NA,NA,NA,5
8229,210121,108.16666666666666,160765.715,64816.41300000001,NA,NA,318016.54,65858.61600000001,NA,NA,NA,4
8231,210121,86.53333333333333,42554796.32900001,77255.09400000001,246864.31200000003,NA,1063926.989,27670.123,300896.803,NA,NA,5
8233,210121,86.53333333333333,50683318.455000006,51768.74600000001,207417.75100000002,NA,2188874.045,28385.642000000007,3920499.578,2080795.1689999998,NA,5
8236,210121,72.1111111111111,111772.48800000001,NA,NA,NA,NA,NA,NA,NA,NA,6
8237,210121,86.53333333333333,198814.28200000004,NA,NA,NA,NA,NA,NA,NA,NA,5
8238,210121,72.1111111111111,236084.38700000002,NA,NA,NA,NA,NA,NA,NA,NA,6
8239,210121,86.53333333333333,50035.965,NA,NA,NA,NA,NA,54097.92,NA,NA,5
8242,210121,108.16666666666666,5407143.151000001,63005.83200000001,NA,NA,1222009.559,130703.46100000002,482312.51800000004,NA,NA,4
8250,210121,86.53333333333333,528669.465,76890.03000000001,NA,201890.07000000007,353787.323,710866.799,232434.81800000003,NA,NA,5
8251,210121,72.1111111111111,9871586.191000002,NA,291044.7150000001,NA,2043125.5970000003,25717.243000000006,415810.251,NA,NA,6
8257,210121,54.08333333333333,102971.42200000002,15534196.000000002,NA,29691.770000000004,402498.21900000004,518059.894,NA,NA,NA,8
8260,210121,61.8095238095238,50047755.227,38124.998,NA,NA,1160249.84,80958.518,324378.449,NA,NA,7
8262,210121,144.2222222222222,220628.948,11322554.000000002,NA,NA,NA,339671.77100000007,NA,NA,NA,3
8265,210121,72.1111111111111,116230.29200000002,NA,NA,NA,NA,17722128,NA,NA,NA,6
8266,210126,61.8095238095238,40999712.403,627783.091,131934.30300000004,869058.8130000001,20108166.449,20601336.904,24911446.751,NA,172204.663,7
8278,210126,86.53333333333333,25542568.724000007,124697.604,157530.84500000003,NA,300024.585,84741.31300000001,561905.536,NA,NA,5
8329,210304,72.1111111111111,681685.5850000001,NA,NA,NA,NA,418679.22200000007,NA,NA,NA,6
8434,210317,86.53333333333333,3686943.6400000006,NA,NA,NA,1509503.66,NA,NA,NA,NA,5
8514,210419,86.53333333333333,2021896.425,47512.585,NA,NA,NA,233027.90900000004,NA,NA,NA,5
8515,210419,86.53333333333333,15324677.487000002,23286.133,NA,NA,NA,509160.36600000004,NA,NA,NA,5
8545,210419,86.53333333333333,2180190.2660000003,NA,NA,NA,NA,35294.24,NA,NA,NA,5
8547,210419,86.53333333333333,3498465.443,20719.197000000004,NA,NA,1282956.011,127615.93099999998,NA,NA,NA,5
8598,210503,72.1111111111111,472819.9419999999,NA,NA,NA,NA,NA,NA,NA,NA,6
8599,210503,86.53333333333333,4341185.347,NA,NA,NA,NA,NA,NA,NA,NA,5
8600,210503,86.53333333333333,1105917.954,NA,NA,256970.59300000002,NA,NA,NA,NA,NA,5
8605,210503,86.53333333333333,981485.188,NA,NA,NA,286954.88999999996,NA,NA,NA,NA,5
8648,210505,86.53333333333333,6381162.9070000015,NA,NA,702006.4950000001,NA,NA,NA,NA,NA,5
8660,210506,72.1111111111111,6669180.864000001,NA,NA,NA,36998.682,99584.903,NA,NA,NA,6
8662,210506,86.53333333333333,3075787.7700000005,40772.744000000006,NA,859020.383,NA,413150.45800000004,NA,NA,NA,5
8664,210506,86.53333333333333,4034190.908,NA,NA,NA,NA,NA,NA,NA,NA,5
8677,210506,86.53333333333333,2243195.8169999993,NA,NA,NA,420804.027,139751.56500000003,NA,NA,NA,5
8680,210506,86.53333333333333,570653.589,18240.357,NA,NA,NA,NA,NA,NA,NA,5
8686,210506,86.53333333333333,14616556.368,NA,297409.561,NA,226071.885,85631.943,NA,NA,NA,5
8687,210506,86.53333333333333,13708791.310000002,NA,NA,NA,744782.4870000002,1423049.5980000002,NA,NA,NA,5
8688,210506,61.8095238095238,6779947.35,NA,NA,NA,340377.957,NA,NA,NA,NA,7
8887,210511,86.53333333333333,80386.05700000002,27907.364,NA,NA,NA,NA,NA,NA,NA,5
8905,210513,86.53333333333333,1574931.67,NA,NA,NA,NA,NA,NA,NA,NA,5
8915,210513,72.1111111111111,55996.721000000005,NA,NA,NA,NA,NA,NA,NA,NA,6
8935,210513,86.53333333333333,267411.68700000003,NA,NA,NA,133173.55800000002,265971.227,NA,NA,NA,5
