Population,Plant_ID,plant_id,flower_id,Flower_id,Petal_width_mm,Petal_length_mm,nectar_μl,Date,Comments,Corola_area_mm2
It18,1,131,717,2,5.797,6.451,0.10884375,3/16/20,,117.484
It18,1,131,718,3,6.039,6.706,0.13465625,3/16/20,,127.227
It18,2,245,708,1,3.255,4.04,0.0293125,3/16/20,,41.313
It18,2,245,709,2,5.175,6.871,0.0880625,3/16/20,,111.707
It18,2,245,710,3,4.489,5.035,0.02896875,3/16/20,,71.007
It18,3,248,719,1,7.05,7.945,0.31315625,3/16/20,,175.968
It18,3,248,720,2,7.07,7.19,0.25084375,3/16/20,,159.697
It18,4,278,803,1,4.501,5.747,0.0341875,3/18/20,,81.264
It18,4,278,804,2,4.112,4.106,0,3/18/20,,53.042
It18,5,289,833,1,6.32,7.363,0.03965625,3/19/20,,146.191
It18,5,289,834,2,4.333,6.349,0,3/19/20,,86.426
It18,5,289,835,3,5.523,7.111,0.02215625,3/19/20,,123.383
It18,6,290,836,1,5.909,6.267,0.01590625,3/19/20,,116.338
It18,6,290,837,2,4.673,4.338,0,3/19/20,,63.685
It18,6,290,838,3,5.816,6.337,0.085125,3/19/20,,115.786
It18,7,300,857,1,5.512,8.243,0.1396875,3/19/20,slightly old flower,142.739
It18,7,300,987,2,5.45,8.071,0.05375,3/24/20,,138.189
It18,7,300,988,3,4.78,6.965,0.00484375,3/24/20,vln,104.592
It18,8,301,858,1,4.878,5.436,0.00896875,3/19/20,,83.305
It18,8,301,896,2,4.336,4.356,,3/20/20,,59.337
It18,8,301,917,3,4.567,4.474,0,3/23/20,,64.191
It18,9,315,890,1,4.693,5.128,,3/20/20,,75.605
It18,9,315,891,2,4.489,4.748,0.045875,3/20/20,,66.959
It2,1,84,248,1,4.272,5.606,0.07278125,3/3/20,,75.237
It2,1,84,249,2,4.842,5.903,0.05684375,3/3/20,,89.794
It2,1,84,250,3,4.486,5.97,0.05625,3/3/20,,84.136
It2,2,96,279,1,5.322,5.435,0.030625,3/4/20,,90.871
It2,2,96,280,2,4.649,7.568,0.12359375,3/4/20,,110.533
It2,2,96,281,3,4.957,6.435,0.0529375,3/4/20,,100.211
It2,3,173,498,1,3.501,5.003,0,3/12/20,,55.027
It2,3,173,499,2,3.653,5.394,0,3/12/20,,61.903
It2,3,173,500,3,3.197,4.985,0,3/12/20,,50.068
It2,4,200,579,1,4.255,7.712,0.150125,3/13/20,,103.09
It2,4,200,580,2,5.199,6.559,0.22759375,3/13/20,,107.129
It2,4,200,581,3,4.763,6.943,0.14021875,3/13/20,,103.891
It2,5,202,582,1,4.233,6.951,0.09953125,3/13/20,,92.437
It2,5,202,583,2,4.643,5.921,0.01484375,3/13/20,,86.366
It2,5,202,584,3,4.971,5.992,0.36159375,3/13/20,,93.576
It2,6,205,591,1,4.506,6.241,0.103625,3/13/20,,88.348
It2,6,205,592,2,4.209,6.079,0.08325,3/13/20,,80.382
It2,6,205,593,3,NA,NA,0.093875,3/13/20,,NA
It2,7,207,597,1,4.501,5.998,0.01521875,3/15/20,,84.813
It2,7,207,598,2,4.731,6.373,0.0775625,3/15/20,,94.721
It2,7,207,599,3,3.988,4.445,0,3/15/20,,55.69
It2,8,214,616,1,5.324,7.543,0.07990625,3/15/20,,126.163
It2,8,214,617,2,4.574,6.48,0.0964375,3/15/20,,93.115
It2,8,214,618,3,4.299,7.217,0.0128125,3/15/20,,97.471
It2,9,218,619,1,4.112,4.653,0,3/15/20,,60.108
It2,9,218,620,2,5.513,6.266,0.05703125,3/15/20,,108.525
It2,9,218,621,3,5.426,5.979,0.07803125,3/15/20,,101.92
It2,10,220,625,1,4.489,5.911,0,3/15/20,,83.36
It2,10,220,626,2,4.48,4.987,0.0031875,3/15/20,vln,70.189
It2,10,220,627,3,5.694,6.868,0.09621875,3/15/20,,122.856
It2,11,308,870,1,4.121,6.332,0.18703125,3/20/20,,81.977
It2,11,308,871,2,4.65,6.063,0.110625,3/20/20,,88.571
It2,11,308,872,3,3.813,4.926,0.02725,3/20/20,,59.008
It2,12,312,887,1,3.325,5.205,0.0578125,3/20/20,,54.37
It2,12,312,888,2,3.724,6.001,0.1316875,3/20/20,,70.207
It2,12,312,889,3,3.749,4.599,0.06371875,3/20/20,,54.166
It4,1,261,755,1,3.646,5.389,0,3/17/20,,61.727
It4,1,261,756,2,4.762,6.842,0.0635625,3/17/20,,102.358
It4,1,261,757,3,3.988,4.456,0.0413125,3/17/20,,55.828
It4,2,262,758,1,6.311,6.311,0.13153125,3/17/20,,125.126
It4,2,262,759,2,5.545,7.442,0.125875,3/17/20,,129.641
It4,2,262,760,3,4.023,5.253,,3/17/20,vln,66.391
It4,3,264,764,1,4.921,6.5,0.098125,3/17/20,,100.488
It4,3,264,765,2,4.874,6.725,0.18803125,3/17/20,,102.974
It4,3,264,766,3,3.368,4.301,0,3/17/20,,45.508
It4,4,267,772,1,6.042,7.528,0.08590625,3/17/20,,142.893
It4,4,267,773,2,4.688,4.966,0.0548125,3/17/20,,73.138
It4,4,267,774,3,4.706,6.503,0.120875,3/17/20,,96.142
It4,5,268,775,1,4.152,6.162,0.07940625,3/17/20,,80.376
It4,5,268,776,2,3.566,6.251,0.0888125,3/17/20,,70.029
It4,5,268,777,3,5.091,6.543,0.0923125,3/17/20,,104.648
It4,6,291,839,1,4.962,6.012,0.0944375,3/19/20,slightly old flower,93.718
It4,7,292,840,1,2.287,2.89,0.01146875,3/19/20,,20.764
It4,7,292,841,2,3.693,3.647,NA,3/19/20,,42.312
It4,8,293,842,1,6.221,6.732,0,3/19/20,,131.569
It4,9,294,843,1,3.454,6.692,0.06334375,3/19/20,,72.615
It4,9,294,844,2,2.588,5.047,0.06140625,3/19/20,,41.034
It4,9,294,845,3,3.229,6.231,0.02440625,3/19/20,,63.208
It5,1,99,293,1,5.724,6.118,0.00696875,3/4/20,,110.017
It5,1,99,294,2,5.428,5.428,0.00890625,3/4/20,,92.561
It5,1,99,295,3,6.723,6.487,0.09378125,3/4/20,,137.011
It5,2,101,297,1,5.865,6.423,0.0733125,3/4/20,,118.347
It5,2,101,298,2,6.142,6.165,0.0338125,3/4/20,,118.958
It5,2,101,299,3,6.108,6.142,0.05621875,3/4/20,,117.858
It5,3,187,539,1,6.193,6.128,0.1653125,3/13/20,,119.226
It5,3,187,540,2,6.675,6.41,0.21425,3/13/20,,134.418
It5,3,187,541,3,6.649,6.004,0.12865625,3/13/20,,125.414
It5,4,194,563,1,5.902,6.658,0.00915625,3/13/20,vln,123.45
It5,4,194,564,2,6.057,5.568,0.04409375,3/13/20,,105.951
It5,5,197,574,1,6.298,6.12,0.04815625,3/13/20,,121.089
It5,5,197,575,2,5.916,5.662,0.04721875,3/13/20,,105.232
It5,5,197,576,3,6.233,5.114,0.05003125,3/13/20,,100.14
It5,6,199,577,1,4.337,6.587,0.16534375,3/13/20,,89.748
It5,6,199,578,2,4.127,5.435,0.15584375,3/13/20,,70.467
It5,7,203,585,1,6.389,5.624,0.11525,3/13/20,,112.883
It5,7,203,586,2,5.879,5.1,0.04171875,3/13/20,,94.194
It5,7,203,587,3,5.671,4.67,0.339625,3/13/20,lots of nectar,83.201
It5,8,210,606,1,5.315,4.995,0.0411875,3/15/20,,83.404
It5,8,210,607,2,4.812,5.157,0.10265625,3/15/20,,77.96
It5,9,212,614,1,5.654,5.331,0.07246875,3/15/20,Magne started,94.692
It5,9,212,615,1,5.694,6.211,0.05240625,3/15/20,,111.104
It5,10,221,637,1,5.577,5.989,0.01025,3/15/20,,104.931
It5,10,221,638,2,5.381,5.079,0,3/15/20,,85.86
It5,10,221,639,3,6.104,6.92,0.113875,3/15/20,,132.7
It6,1,73,182,1,3.83,6.552,0,3/2/20,,78.836
It6,1,73,183,2,4.28,7.095,0.0780625,3/2/20,,95.399
It6,1,73,237,3,4.004,7.908,0.08578125,3/3/20,,99.474
It6,2,78,195,1,5.22,6.653,0.1398125,3/2/20,,109.103
It6,2,78,196,2,4.288,5.617,0,3/2/20,,75.667
It6,2,78,197,3,4.776,5.814,0.045375,3/2/20,,87.235
It6,3,80,201,1,4.917,6.512,0.07153125,3/2/20,,100.592
It6,3,80,202,2,4.613,6.978,0.050625,3/2/20,,101.126
It6,3,80,203,3,4.496,5.344,0.01465625,3/2/20,,75.482
It6,4,82,242,1,4.697,5.437,0.03203125,3/3/20,,80.229
It6,4,82,243,2,4.355,4.964,0,3/3/20,,67.916
It6,4,82,244,3,4.388,4.796,0,3/3/20,,66.114
It6,5,88,255,1,5.572,6.872,0.01775,3/3/20,vln (only lines),120.294
It6,5,88,256,2,5.283,7.791,0.11509375,3/3/20,,129.307
It6,5,88,257,3,5.843,8.303,0.0876875,3/3/20,,152.412
It6,6,198,568,1,5.289,7.292,0.01184375,3/13/20,,121.163
It6,6,198,569,2,5.107,6.222,0.011875,3/13/20,vln,99.826
It6,6,198,570,3,5.27,7.125,0.06909375,3/13/20,,117.963
It6,7,208,600,1,4.248,6.437,0.02828125,3/15/20,,85.905
It6,7,208,601,2,4.576,5.187,0.0030625,3/15/20,vln,74.568
It6,7,208,602,3,5.013,6.373,0,3/15/20,,100.367
It6,8,209,603,1,4.52,5.865,0,3/15/20,,83.283
It6,8,209,604,2,4.282,6.76,0.0495,3/15/20,,90.937
It6,8,209,605,3,4.034,7.229,0.04075,3/15/20,,91.614
It6,9,213,611,1,4.472,5.605,0,3/15/20,vln,78.746
It6,9,213,612,2,5.054,6.584,0.096875,3/15/20,,104.538
It6,9,225,645,3,4.433,6.393,0.11121875,3/15/20,,89.033
It6,10,225,649,1,4.029,5.637,0.01121875,3/15/20,vln,71.35
It6,10,225,650,2,4.272,6.397,0.00546875,3/15/20,,85.853
It6,10,225,651,3,4.994,6.369,0.0950625,3/15/20,,99.924
It6,11,273,790,1,3.819,6.027,0,3/17/20,maybe the sack got damaged before nectar collection,72.31
It6,11,273,791,2,4.539,5.969,0.008625,3/17/20,,85.116
It8,1,24,60,1,5.547,6.679,0.1839375,2/26/20,,116.391
It8,1,24,61,2,5.19,6.985,0.0685,2/26/20,,113.889
It8,1,24,212,3,6.183,7.021,0.16453125,3/3/20,,136.379
It8,2,76,191,1,6.333,7.75,0.1331875,3/2/20,,154.192
It8,2,76,192,2,6.798,6.479,0.01140625,3/2/20,,138.369
It8,2,76,240,3,6.696,6.739,0.1770625,3/3/20,,141.762
It8,3,89,258,1,6.114,6.027,0.20053125,3/3/20,,115.765
It8,3,89,259,2,7.015,7.065,0.23709375,3/3/20,,155.7
It8,3,89,260,3,7.521,7.144,0.2680625,3/3/20,,168.798
It8,4,100,296,1,5.471,7.598,0.055625,3/4/20,,130.592
It8,5,117,348,1,7.044,8.41,0.28146875,3/6/20,nectar stops at shadow (a lot),186.108
It8,5,117,349,2,5.53,5.713,0.031875,3/6/20,,99.252
It8,5,117,350,3,5.995,7.716,0.09440625,3/6/20,,145.322
It8,6,134,483,1,4.897,6.23,,3/12/20,,95.845
It8,6,134,484,2,4.763,6.422,0.03059375,3/12/20,,96.095
It8,6,134,485,3,4.598,6.308,0.03246875,3/12/20,,91.119
It8,7,172,495,1,4.788,6.053,0.01725,3/12/20,,91.049
It8,7,172,496,2,4.533,5.901,0.0169375,3/12/20,,84.035
It8,7,172,497,3,4.544,5.43,0.007875,3/12/20,,77.515
It8,8,174,501,1,4.707,5.952,0,3/12/20,,88.015
It8,8,174,502,2,4.901,6.022,0.0625625,3/12/20,,92.72
It8,8,174,503,3,4.49,5.942,0.06921875,3/12/20,,83.816
It8,9,179,516,1,5.383,7.959,0.05109375,3/13/20,,134.596
It8,9,179,517,2,4.883,6.109,0,3/13/20,,93.714
It8,9,179,518,3,5.491,8.073,0.1441875,3/13/20,,139.263
It8,10,246,711,1,5.098,6.224,0.1280625,3/16/20,,99.682
It8,10,246,712,2,3.916,5.659,0.09453125,3/16/20,,69.62
It8,10,246,713,3,3.382,4.4,0.0993125,3/16/20,,46.749
It9,1,67,227,1,5.411,6.076,0.14515625,3/3/20,,103.287
It9,1,67,228,2,4.286,4.864,0.06065625,3/3/20,,65.493
It9,1,67,285,3,5.23,5.605,0.083875,3/4/20,,92.093
It9,2,94,273,1,5.249,8.578,0.187875,3/4/20,,141.453
It9,2,94,274,2,4.929,8.2,0.30446875,3/4/20,,126.976
It9,2,94,275,3,4.298,4.873,0.02134375,3/4/20,,65.798
It9,3,116,351,1,6.406,6.99,0.098375,3/6/20,,140.674
It9,3,116,352,2,5.448,7.161,0.18053125,3/6/20,,122.563
It9,3,116,353,3,5.768,6.895,0.1143125,3/6/20,,124.942
It9,4,215,629,1,4.631,5.69,0.03715625,3/15/20,,82.782
It9,4,215,630,2,4.057,6.116,,3/15/20,,77.951
It9,4,215,631,3,4.299,5.954,0.04596875,3/15/20,,80.413
It9,5,216,632,1,4.032,6.277,0.055625,3/15/20,,79.51
It9,5,216,633,2,3.913,5.759,0.05846875,3/15/20,,70.796
It9,6,217,634,1,4.746,4.795,0.11334375,3/15/20,,71.493
It9,6,217,635,2,4.448,5.681,0.0431875,3/15/20,,79.385
It9,6,217,636,3,4.37,5.038,0.06940625,3/15/20,,69.165
It9,7,219,622,1,4.55,4.381,0.02409375,3/15/20,,62.623
It9,7,219,623,2,5.167,5.944,0.0875625,3/15/20,,96.487
It9,7,219,624,3,3.273,4.421,0.01425,3/15/20,vln,45.459
It9,8,222,640,1,4.269,6.065,0.05378125,3/15/20,,81.34
It9,8,222,641,2,3.715,6.313,0.09334375,3/15/20,,73.679
It9,8,222,642,3,4.947,5.842,0.09590625,3/15/20,,90.793
It9,9,223,646,1,5.009,5.826,0.07253125,3/15/20,,91.679
It9,9,223,647,2,3.899,5.451,0.0879375,3/15/20,,66.77
It9,9,223,648,3,4.405,5.946,0.04015625,3/15/20,,82.285
It9,10,224,643,1,4.574,5.743,0.07478125,3/15/20,,82.525
It9,10,224,644,2,4.577,5.233,0.02365625,3/15/20,,75.246
S1,1,95,276,1,4.178,5.053,0.07915625,3/4/20,,66.323
S1,1,95,277,2,3.655,4.636,0.03265625,3/4/20,,53.233
S1,1,95,278,3,3.367,4.977,0.03565625,3/4/20,,52.645
S1,2,103,303,1,4.103,5.363,0,3/4/20,,69.129
S1,2,103,304,2,3.888,6.079,0.04746875,3/4/20,,74.252
S1,2,103,305,3,4.361,4.634,0.02584375,3/4/20,,63.488
S1,3,120,360,1,3.557,4.109,0.01840625,3/6/20,,45.917
S1,3,120,361,2,3.948,4.079,0.0243125,3/6/20,,50.592
S1,3,120,362,3,4.181,4.163,0.02584375,3/6/20,,54.681
S1,4,155,424,1,3.81,4.012,0.019625,3/11/20,,48.021
S1,4,155,425,2,3.775,4.362,0,3/11/20,,51.731
S1,4,155,426,3,3.517,3.806,0.01803125,3/11/20,,42.052
S1,5,169,486,1,NA,NA,0.02828125,3/12/20,,NA
S1,5,169,487,2,3.506,3.878,0.01253125,3/12/20,,42.714
S1,5,169,488,3,3.735,4.704,0.098625,3/12/20,,55.196
S1,6,170,489,1,NA,NA,0.038,3/12/20,,NA
S1,6,170,490,2,4.148,4.685,0.01571875,3/12/20,,61.052
S1,6,170,491,3,3.878,4.64,0.03478125,3/12/20,,56.53
S1,7,171,492,1,4.48,5.341,0.055125,3/12/20,,75.171
S1,7,171,493,2,4.109,5.308,0.0669375,3/12/20,,68.52
S1,7,171,494,3,3.851,4.486,0.055875,3/12/20,,54.273
S1,8,175,504,1,3.349,3.997,0,3/13/20,,42.053
S1,8,175,505,2,2.996,3.323,0,3/13/20,,31.277
S1,8,175,506,3,2.825,3.009,0,3/13/20,,26.705
S1,9,180,519,1,3.548,4.207,0.02715625,3/13/20,,46.893
S1,10,181,520,1,4.353,5.545,0.12596875,3/13/20,,75.83
S1,10,181,521,2,4.403,5.99,0.06290625,3/13/20,,82.856
S1,10,181,522,3,4.165,4.448,0,3/13/20,,58.201
S1,11,193,554,1,4.795,5.206,0.06171875,3/13/20,strange fruit,78.423
S1,11,193,555,2,NA,NA,0.05328125,3/13/20,,NA
S1,11,193,556,3,3.182,4.468,0.05371875,3/13/20,,44.665
S1,12,236,682,1,NA,NA,0.0903125,3/16/20,grown fruit,NA
S1,12,236,683,2,3.992,4.808,0.129125,3/16/20,,60.298
S1,13,247,714,1,NA,NA,0.0619375,3/16/20,,NA
S1,13,247,715,2,3.785,4.907,0.02209375,3/16/20,,58.349
S1,14,276,798,1,3.57,4.548,0,3/18/20,,51.008
S1,14,276,799,2,3.831,4.393,0,3/18/20,,52.872
S1,15,306,863,1,NA,NA,0.0324375,3/19/20,,NA
S1,15,306,864,2,NA,NA,0.02296875,3/19/20,,NA
S1,15,306,865,3,3.844,4.383,0.03246875,3/19/20,,52.93
,,91,264,1,5.904,6.609,0.04725,3/3/20,,122.583
,,91,265,2,5.849,6.969,0.0860625,3/3/20,,128.056
,,91,266,3,6.09,6.592,0.1276875,3/3/20,,126.12
,,104,306,1,3.148,5.33,0.083125,3/4/20,grown fruit (but sure that was marked properly),52.712
,,104,307,2,3.401,5.4,0.117625,3/4/20,grown fruit (but sure that was marked properly),57.697
,,104,308,3,3.253,5.639,0.067125,3/4/20,grown fruit (but sure that was marked properly),57.628
,,121,363,1,4.447,6.565,0.042625,3/6/20,,91.717
,,121,433,2,5.319,6.898,0.01815625,3/11/20,,115.266
,,121,434,3,5.554,6.82,0.08178125,3/11/20,,118.998
,,182,523,1,4.887,7.262,0.05071875,3/13/20,,111.493
,,182,524,2,5.238,7.752,0.07115625,3/13/20,,127.564
,,182,525,3,5.518,8.299,0.0975625,3/13/20,,143.866
,,190,542,1,2.569,3.328,0.0200625,3/13/20,,26.859
,,190,543,2,3.482,3.872,0.04384375,3/13/20,,42.356
,,190,544,3,2.591,3.522,0.0159375,3/13/20,,28.669
,,201,571,1,3.375,4.098,0.02065625,3/13/20,,43.451
,,201,572,2,3.058,3.611,0.0445,3/13/20,,34.691
,,201,573,3,3.277,3.982,0.03775,3/13/20,,40.995
,,206,594,1,4.561,5.967,0.085375,3/15/20,,85.5
,,206,595,2,5.247,5.609,0.14565625,3/15/20,,92.458
,,206,596,3,5.012,6.369,0.14146875,3/15/20,,100.284
,,211,608,1,3.014,3.796,0.1305,3/15/20,,35.943
,,211,609,2,3.879,4.945,0,3/15/20,,60.261
,,211,610,3,4.396,5.506,0.02275,3/15/20,,76.04
,,237,684,1,3.178,3.29,0,3/16/20,,32.847
,,237,685,2,3.172,3.339,0.0270625,3/16/20,,33.274
,,237,686,3,3.546,4.292,0.029875,3/16/20,,47.813
,,259,749,1,3.7,5.745,0,3/17/20,,66.779
,,259,750,2,4.277,3.7,0.0218125,3/17/20,,49.715
,,259,751,3,5.3,7.332,0.124625,3/17/20,,122.081
,,274,792,1,5.17,7.809,0.2121875,3/17/20,,126.834
,,274,793,2,4.338,7.117,0.01915625,3/17/20,,96.992
,,274,794,3,4.416,6.866,0.009875,3/17/20,,95.254
,,275,795,1,3.878,6.67,0.12296875,3/18/20,,81.261
,,275,796,2,4.443,5.911,0.1894375,3/18/20,slightly old flower,82.506
,,275,797,3,3.439,4.246,0.04603125,3/18/20,,45.873
,,296,847,1,3.651,4.137,0.00740625,3/19/20,vln,47.451
,,296,848,2,3.612,4.276,0.00321875,3/19/20,vln,48.522
,,296,849,3,3.548,4.625,0.0554375,3/19/20,,51.552
,,297,850,1,2.218,3.381,0.05890625,3/19/20,,23.559
,,297,851,2,2.3,2.487,0,3/19/20,,17.97
,,297,852,3,2.69,3.407,0,3/19/20,,28.792
,,NA,529,,NA,NA,,3/13/20,,NA
,,NA,613,,NA,NA,,3/15/20,,NA
,,NA,628,,NA,NA,,3/15/20,,NA
,,NA,958,,NA,NA,,3/23/20,,NA
,,NA,959,,NA,NA,,3/23/20,,NA
,,,736,,NA,NA,NA,,,NA